vin_prefix,year,make,model
1GCCSCF9_B,2011,Chevrolet,Colorado
1GCGTCF9_B,2011,Chevrolet,Colorado
1GCHSDFE_B,2011,Chevrolet,Colorado
1GCESCFE_C,2012,Chevrolet,Colorado
1GCHTDFE_C,2012,Chevrolet,Colorado
1GCJTCF9_C,2012,Chevrolet,Colorado
1GCHS1EA_F,2015,Chevrolet,Colorado
1GCHSBE3_F,2015,Chevrolet,Colorado
1G1AY878_C,1982,Chevrolet,Corvette
1G1YY078_F,1985,Chevrolet,Corvette
1G1YY238_L,1990,Chevrolet,Corvette
1G1YY338_M,1991,Chevrolet,Corvette
1G1YY33P_P,1993,Chevrolet,Corvette
1G1YY32P_R,1994,Chevrolet,Corvette
1G1YY22P_S,1995,Chevrolet,Corvette
1G1YY32P_S,1995,Chevrolet,Corvette
1G1YY22G_V,1997,Chevrolet,Corvette
1G1YY22G_W,1998,Chevrolet,Corvette
1G1YY22G_X,1999,Chevrolet,Corvette
1G1YY32G_X,1999,Chevrolet,Corvette
1G1YY32G_Y,2000,Chevrolet,Corvette
1G1YY22G_1,2001,Chevrolet,Corvette
1G1YY12S_2,2002,Chevrolet,Corvette
1G1YY22G_2,2002,Chevrolet,Corvette
1G1YY12S_3,2003,Chevrolet,Corvette
1G1YY32G_3,2003,Chevrolet,Corvette
1G1YY12S_4,2004,Chevrolet,Corvette
1G1YY22G_4,2004,Chevrolet,Corvette
1G1YY32G_4,2004,Chevrolet,Corvette
1G1YY24U_5,2005,Chevrolet,Corvette
1G1YY34U_5,2005,Chevrolet,Corvette
1G1YY25U_6,2006,Chevrolet,Corvette
1G1YY26U_7,2007,Chevrolet,Corvette
1G1YY36U_7,2007,Chevrolet,Corvette
1G1YY26W_8,2008,Chevrolet,Corvette
1G1YY36W_8,2008,Chevrolet,Corvette
1G1YA2DW_B,2011,Chevrolet,Corvette
1G1YF2DW_B,2011,Chevrolet,Corvette
1G1YG3DW_B,2011,Chevrolet,Corvette
1G1YS3DW_C,2012,Chevrolet,Corvette
1G1YJ2D7_G,2016,Chevrolet,Corvette
1G1PC5SH_B,2011,Chevrolet,Cruze
1G1PE5S9_B,2011,Chevrolet,Cruze
1G1PF5S9_B,2011,Chevrolet,Cruze
1G1PG5S9_B,2011,Chevrolet,Cruze
1G1PK5S9_B,2011,Chevrolet,Cruze
1G1PC5SH_C,2012,Chevrolet,Cruze
1G1PD5SH_C,2012,Chevrolet,Cruze
1G1PF5SC_C,2012,Chevrolet,Cruze
1G1PG5SC_C,2012,Chevrolet,Cruze
1G1PA5SG_D,2013,Chevrolet,Cruze
1G1PA5SH_D,2013,Chevrolet,Cruze
1G1PC5SB_D,2013,Chevrolet,Cruze
1G1PE5SB_D,2013,Chevrolet,Cruze
1G1PK5SB_D,2013,Chevrolet,Cruze
1G1PA5SG_E,2014,Chevrolet,Cruze
1G1PC5SB_E,2014,Chevrolet,Cruze
1G1PD5SB_E,2014,Chevrolet,Cruze
1G1P15SH_F,2015,Chevrolet,Cruze
1G1PC5SB_F,2015,Chevrolet,Cruze
1G1PE5SB_F,2015,Chevrolet,Cruze
1G1BC5SM_G,2016,Chevrolet,Cruze
1G1PC5SH_G,2016,Chevrolet,Cruze
1G1PE5SB_G,2016,Chevrolet,Cruze
1G1PF5SB_G,2016,Chevrolet,Cruze
1G1PG5SB_G,2016,Chevrolet,Cruze
3GCCW80Z_F,1985,Chevrolet,El Camino
2CNDL13F_5,2005,Chevrolet,Equinox
2CNDL63F_5,2005,Chevrolet,Equinox
2CNDL73F_5,2005,Chevrolet,Equinox
2CNDL63F_6,2006,Chevrolet,Equinox
2CNDL73F_6,2006,Chevrolet,Equinox
2CNDL13F_7,2007,Chevrolet,Equinox
2CNDL23F_7,2007,Chevrolet,Equinox
2CNDL63F_7,2007,Chevrolet,Equinox
2CNDL33F_8,2008,Chevrolet,Equinox
2CNDL43F_8,2008,Chevrolet,Equinox
2CNDL537_8,2008,Chevrolet,Equinox
2CNDL53F_8,2008,Chevrolet,Equinox
2CNDL937_8,2008,Chevrolet,Equinox
2CNDL23F_9,2009,Chevrolet,Equinox
2CNDL53F_9,2009,Chevrolet,Equinox
2CNALDEW_A,2010,Chevrolet,Equinox
2CNALFEW_A,2010,Chevrolet,Equinox
2CNFLGEW_A,2010,Chevrolet,Equinox
2CNFLGEY_A,2010,Chevrolet,Equinox
2CNFLEEC_B,2011,Chevrolet,Equinox
2CNFLPE5_B,2011,Chevrolet,Equinox
2GNALBEC_B,2011,Chevrolet,Equinox
2GNALDEC_B,2011,Chevrolet,Equinox
2GNALBEK_C,2012,Chevrolet,Equinox
2GNALDEK_C,2012,Chevrolet,Equinox
2GNFLCEK_C,2012,Chevrolet,Equinox
2GNALBEK_D,2013,Chevrolet,Equinox
2GNALDEK_D,2013,Chevrolet,Equinox
2GNFLEEK_D,2013,Chevrolet,Equinox
2GNALAEK_E,2014,Chevrolet,Equinox
2GNFLGEK_E,2014,Chevrolet,Equinox
1GNALBEK_F,2015,Chevrolet,Equinox
1GNFLFEK_F,2015,Chevrolet,Equinox
1GNFLGEK_F,2015,Chevrolet,Equinox
2GNALAEK_F,2015,Chevrolet,Equinox
2GNALBEK_F,2015,Chevrolet,Equinox
2GNALCEK_F,2015,Chevrolet,Equinox
2GNALCEK_G,2016,Chevrolet,Equinox
2GNFLEEK_G,2016,Chevrolet,Equinox
2GNFLFEK_H,2017,Chevrolet,Equinox
1GBFG15R_X,1999,Chevrolet,Express
1GBJG31R_X,1999,Chevrolet,Express
1GBJG31U_3,2003,Chevrolet,Express
1GBFH15T_4,2004,Chevrolet,Express
1GCFG15T_5,2005,Chevrolet,Express
1GCGG25V_5,2005,Chevrolet,Express
1GCGG25V_6,2006,Chevrolet,Express
1GCGG292_6,2006,Chevrolet,Express
1GCGG25C_8,2008,Chevrolet,Express
1GAZG1FG_B,2011,Chevrolet,Express
1GCWGGCA_E,2014,Chevrolet,Express
1GAZG1FG_F,2015,Chevrolet,Express
3GNDA23P_6,2006,Chevrolet,HHR
3GNCA23D_8,2008,Chevrolet,HHR
3GNCA53P_8,2008,Chevrolet,HHR
3GNDA53P_8,2008,Chevrolet,HHR
3GNDA63X_8,2008,Chevrolet,HHR
3GNCA23B_9,2009,Chevrolet,HHR
3GNCA53V_9,2009,Chevrolet,HHR
3GNBAADB_A,2010,Chevrolet,HHR
3GNBAAFW_B,2011,Chevrolet,HHR
2G1WF52E_Y,2000,Chevrolet,Impala
2G1WF52E_1,2001,Chevrolet,Impala
2G1WF52E_2,2002,Chevrolet,Impala
2G1WH55K_2,2002,Chevrolet,Impala
2G1WF52E_3,2003,Chevrolet,Impala
2G1WF55E_3,2003,Chevrolet,Impala
2G1WH52K_3,2003,Chevrolet,Impala
2G1WF52E_4,2004,Chevrolet,Impala
2G1WH52K_4,2004,Chevrolet,Impala
2G1WH55K_4,2004,Chevrolet,Impala
2G1WP551_4,2004,Chevrolet,Impala
2G1WH52K_5,2005,Chevrolet,Impala
2G1WH55K_5,2005,Chevrolet,Impala
2G1WB58K_6,2006,Chevrolet,Impala
2G1WD58C_6,2006,Chevrolet,Impala
2G1WS551_6,2006,Chevrolet,Impala
2G1WT58K_6,2006,Chevrolet,Impala
2G1WU581_6,2006,Chevrolet,Impala
2G1WB58K_7,2007,Chevrolet,Impala
2G1WD58C_7,2007,Chevrolet,Impala
2G1WT58K_7,2007,Chevrolet,Impala
2G1WB58K_8,2008,Chevrolet,Impala
2G1WT58K_8,2008,Chevrolet,Impala
2G1WU583_8,2008,Chevrolet,Impala
2G1WB57N_9,2009,Chevrolet,Impala
2G1WS57M_9,2009,Chevrolet,Impala
2G1WT57K_9,2009,Chevrolet,Impala
2G1WT57N_9,2009,Chevrolet,Impala
2G1WA5EK_A,2010,Chevrolet,Impala
2G1WB5EK_A,2010,Chevrolet,Impala
2G1WC5EM_A,2010,Chevrolet,Impala
2G1WB5EK_B,2011,Chevrolet,Impala
2G1WG5EK_B,2011,Chevrolet,Impala
2G1WA5E3_C,2012,Chevrolet,Impala
2G1WB5E3_C,2012,Chevrolet,Impala
2G1WC5E3_C,2012,Chevrolet,Impala
2G1WG5E3_C,2012,Chevrolet,Impala
2G1WB5E3_D,2013,Chevrolet,Impala
2G1WC5E3_D,2013,Chevrolet,Impala
2G1WD5E3_D,2013,Chevrolet,Impala
2G1WF5E3_D,2013,Chevrolet,Impala
2G1WG5E3_D,2013,Chevrolet,Impala
1G11X5SL_E,2014,Chevrolet,Impala
2G1115SL_E,2014,Chevrolet,Impala
2G1125S3_E,2014,Chevrolet,Impala
2G1WC5E3_E,2014,Chevrolet,Impala
1G1115SL_F,2015,Chevrolet,Impala
1G1125S3_F,2015,Chevrolet,Impala
2G1125S3_F,2015,Chevrolet,Impala
2G1WA5E3_F,2015,Chevrolet,Impala
2G1WB5E3_F,2015,Chevrolet,Impala
2G1WC5E3_F,2015,Chevrolet,Impala
1G1115S3_G,2016,Chevrolet,Impala
2G1105SA_G,2016,Chevrolet,Impala
2G1115S3_G,2016,Chevrolet,Impala
2G1145S3_G,2016,Chevrolet,Impala
2G1WB5E3_G,2016,Chevrolet,Impala
2G1WC5E3_G,2016,Chevrolet,Impala
2G1WL52J_1,2001,Chevrolet,Lumina
1G1ND52T_X,1999,Chevrolet,Malibu
1G1ND52J_Y,2000,Chevrolet,Malibu
1G1NE52J_Y,2000,Chevrolet,Malibu
1G1NE52J_1,2001,Chevrolet,Malibu
1G1ND52J_3,2003,Chevrolet,Malibu
1G1NE52J_3,2003,Chevrolet,Malibu
1G1ZS52F_4,2004,Chevrolet,Malibu
1G1ZT528_5,2005,Chevrolet,Malibu
1G1ZT548_5,2005,Chevrolet,Malibu
1G1ZU548_5,2005,Chevrolet,Malibu
1G1ZS51F_6,2006,Chevrolet,Malibu
1G1ZT518_6,2006,Chevrolet,Malibu
1G1ZT51F_6,2006,Chevrolet,Malibu
1G1ZT538_6,2006,Chevrolet,Malibu
1G1ZU538_6,2006,Chevrolet,Malibu
1G1ZW531_6,2006,Chevrolet,Malibu
1G1ZS58N_7,2007,Chevrolet,Malibu
1G1ZU57N_7,2007,Chevrolet,Malibu
1G1ZW571_7,2007,Chevrolet,Malibu
1G1ZG57B_8,2008,Chevrolet,Malibu
1G1ZH57B_8,2008,Chevrolet,Malibu
1G1ZG57B_9,2009,Chevrolet,Malibu
1G1ZG57K_9,2009,Chevrolet,Malibu
1G1ZH57B_9,2009,Chevrolet,Malibu
1G1ZJ57B_9,2009,Chevrolet,Malibu
1G1ZK577_9,2009,Chevrolet,Malibu
1G1ZB5EB_A,2010,Chevrolet,Malibu
1G1ZC5E0_A,2010,Chevrolet,Malibu
1G1ZC5EB_A,2010,Chevrolet,Malibu
1G1ZD5E0_A,2010,Chevrolet,Malibu
1G1ZA5EU_B,2011,Chevrolet,Malibu
1G1ZB5E1_B,2011,Chevrolet,Malibu
1G1ZC5E1_B,2011,Chevrolet,Malibu
1G1ZC5EU_B,2011,Chevrolet,Malibu
1G1ZD5E1_B,2011,Chevrolet,Malibu
1G1ZD5EU_B,2011,Chevrolet,Malibu
1G1ZE5E1_B,2011,Chevrolet,Malibu
1G1ZA5EU_C,2012,Chevrolet,Malibu
1G1ZC5EU_C,2012,Chevrolet,Malibu
1G1ZD5E0_C,2012,Chevrolet,Malibu
1G1ZG5E7_C,2012,Chevrolet,Malibu
1G11C5SA_D,2013,Chevrolet,Malibu
1G11D5RR_D,2013,Chevrolet,Malibu
1G11E5SA_D,2013,Chevrolet,Malibu
1G11H5SA_D,2013,Chevrolet,Malibu
1G11B5SL_E,2014,Chevrolet,Malibu
1G11C5SL_E,2014,Chevrolet,Malibu
1G11A5SL_F,2015,Chevrolet,Malibu
1G11B5SL_F,2015,Chevrolet,Malibu
1G11C5SL_F,2015,Chevrolet,Malibu
1G11D5SL_F,2015,Chevrolet,Malibu
1G11F5SL_F,2015,Chevrolet,Malibu
1G11C5SA_G,2016,Chevrolet,Malibu
1G11E5SA_G,2016,Chevrolet,Malibu
1G1ZB5ST_G,2016,Chevrolet,Malibu
1G1ZS58F_8,2008,Chevrolet,Malibu Classic
1G1ZT628_5,2005,Chevrolet,Malibu Maxx
1G1ZW631_6,2006,Chevrolet,Malibu Maxx
1G1AZ37G_E,1984,Chevrolet,Monte Carlo
2G1WX15K_1,2001,Chevrolet,Monte Carlo
2G1WW12E_2,2002,Chevrolet,Monte Carlo
2G1WX15K_2,2002,Chevrolet,Monte Carlo
2G1WX12K_3,2003,Chevrolet,Monte Carlo
2G1WJ15K_6,2006,Chevrolet,Monte Carlo
2G1WL15C_6,2006,Chevrolet,Monte Carlo
2G1WM15K_6,2006,Chevrolet,Monte Carlo
2G1WN161_6,2006,Chevrolet,Monte Carlo
2G1WJ15K_7,2007,Chevrolet,Monte Carlo
1GBJP37W_B,1981,Chevrolet,P30
1Y1SK528_2,2002,Chevrolet,Prizm
1GCCS19Z_S,1995,Chevrolet,S-10
1GCDT14W_Y,2000,Chevrolet,S-10
1GCCS145_1,2001,Chevrolet,S-10
1GCCS19W_1,2001,Chevrolet,S-10
1GCCS19W_2,2002,Chevrolet,S-10
1GCCT19W_2,2002,Chevrolet,S-10
1GCDT13W_2,2002,Chevrolet,S-10
1GCCS14H_3,2003,Chevrolet,S-10
1GCCS19X_3,2003,Chevrolet,S-10
1GCDT13X_3,2003,Chevrolet,S-10
1GCES14H_5,2005,Chevrolet,SSR
1GCEK19T_X,1999,Chevrolet,Silverado 1500
2GCEK19T_X,1999,Chevrolet,Silverado 1500
1GCEK19T_Y,2000,Chevrolet,Silverado 1500
2GCEC19V_Y,2000,Chevrolet,Silverado 1500
2GCEK19T_Y,2000,Chevrolet,Silverado 1500
1GCEC14W_1,2001,Chevrolet,Silverado 1500
1GCEK19T_1,2001,Chevrolet,Silverado 1500
2GCEK19V_1,2001,Chevrolet,Silverado 1500
1GCEC19V_2,2002,Chevrolet,Silverado 1500
1GCEK19T_2,2002,Chevrolet,Silverado 1500
1GCEK19V_2,2002,Chevrolet,Silverado 1500
2GCEC19T_2,2002,Chevrolet,Silverado 1500
1GCEC14V_3,2003,Chevrolet,Silverado 1500
1GCEK19T_3,2003,Chevrolet,Silverado 1500
2GCEC19V_3,2003,Chevrolet,Silverado 1500
2GCEC19X_3,2003,Chevrolet,Silverado 1500
2GCEK19V_3,2003,Chevrolet,Silverado 1500
1GCEC19V_4,2004,Chevrolet,Silverado 1500
1GCEK19T_4,2004,Chevrolet,Silverado 1500
1GCEK19V_4,2004,Chevrolet,Silverado 1500
2GCEC19T_4,2004,Chevrolet,Silverado 1500
2GCEC19V_4,2004,Chevrolet,Silverado 1500
2GCEK19T_4,2004,Chevrolet,Silverado 1500
1GCEC14X_5,2005,Chevrolet,Silverado 1500
1GCEC19T_5,2005,Chevrolet,Silverado 1500
1GCEK14Z_5,2005,Chevrolet,Silverado 1500
1GCEK19B_5,2005,Chevrolet,Silverado 1500
1GCEK19T_5,2005,Chevrolet,Silverado 1500
1GCEK19V_5,2005,Chevrolet,Silverado 1500
2GCEC19N_5,2005,Chevrolet,Silverado 1500
2GCEK13T_5,2005,Chevrolet,Silverado 1500
1GCEC14T_6,2006,Chevrolet,Silverado 1500
1GCEC14V_6,2006,Chevrolet,Silverado 1500
1GCEC19V_6,2006,Chevrolet,Silverado 1500
1GCEC19X_6,2006,Chevrolet,Silverado 1500
1GCEK19Z_6,2006,Chevrolet,Silverado 1500
2GCEC13V_6,2006,Chevrolet,Silverado 1500
2GCEC19V_6,2006,Chevrolet,Silverado 1500
2GCEK13T_6,2006,Chevrolet,Silverado 1500
2GCEK19V_6,2006,Chevrolet,Silverado 1500
1GCEC14X_7,2007,Chevrolet,Silverado 1500
1GCEC19C_7,2007,Chevrolet,Silverado 1500
1GCEK190_7,2007,Chevrolet,Silverado 1500
2GCEC13J_7,2007,Chevrolet,Silverado 1500
2GCEC19C_7,2007,Chevrolet,Silverado 1500
2GCEK13C_7,2007,Chevrolet,Silverado 1500
2GCEK13M_7,2007,Chevrolet,Silverado 1500
2GCEK13Y_7,2007,Chevrolet,Silverado 1500
2GCEK19B_7,2007,Chevrolet,Silverado 1500
2GCEK19C_7,2007,Chevrolet,Silverado 1500
2GCEK19J_7,2007,Chevrolet,Silverado 1500
3GCEC13C_7,2007,Chevrolet,Silverado 1500
3GCEK13M_7,2007,Chevrolet,Silverado 1500
1GCEC14X_8,2008,Chevrolet,Silverado 1500
1GCEK14C_8,2008,Chevrolet,Silverado 1500
2GCEC19J_8,2008,Chevrolet,Silverado 1500
2GCEK133_8,2008,Chevrolet,Silverado 1500
2GCEK13M_8,2008,Chevrolet,Silverado 1500
2GCEK190_8,2008,Chevrolet,Silverado 1500
2GCEK19J_8,2008,Chevrolet,Silverado 1500
3GCEC13J_8,2008,Chevrolet,Silverado 1500
3GCEK13J_8,2008,Chevrolet,Silverado 1500
1GCEC14C_9,2009,Chevrolet,Silverado 1500
1GCEC19X_9,2009,Chevrolet,Silverado 1500
1GCEK290_9,2009,Chevrolet,Silverado 1500
1GCEK29C_9,2009,Chevrolet,Silverado 1500
1GCEK29J_9,2009,Chevrolet,Silverado 1500
2GCEK29C_9,2009,Chevrolet,Silverado 1500
3GCEC33J_9,2009,Chevrolet,Silverado 1500
3GCEK233_9,2009,Chevrolet,Silverado 1500
3GCEK23M_9,2009,Chevrolet,Silverado 1500
3GCEK33M_9,2009,Chevrolet,Silverado 1500
1GCPCPEX_A,2010,Chevrolet,Silverado 1500
1GCSCSE0_A,2010,Chevrolet,Silverado 1500
3GCRCREA_A,2010,Chevrolet,Silverado 1500
3GCRCSEA_A,2010,Chevrolet,Silverado 1500
3GCRKSE3_A,2010,Chevrolet,Silverado 1500
1GCNCSE0_B,2011,Chevrolet,Silverado 1500
1GCNKSE0_B,2011,Chevrolet,Silverado 1500
1GCRCPEX_B,2011,Chevrolet,Silverado 1500
1GCRCSE0_B,2011,Chevrolet,Silverado 1500
1GCRKPE3_B,2011,Chevrolet,Silverado 1500
1GCRKSE3_B,2011,Chevrolet,Silverado 1500
3GCPCSE0_B,2011,Chevrolet,Silverado 1500
3GCPCSEA_B,2011,Chevrolet,Silverado 1500
3GCPKSE3_B,2011,Chevrolet,Silverado 1500
3GCPKTE3_B,2011,Chevrolet,Silverado 1500
1GCNCPEX_C,2012,Chevrolet,Silverado 1500
1GCPKSE7_C,2012,Chevrolet,Silverado 1500
1GCRCREA_C,2012,Chevrolet,Silverado 1500
1GCRKSE7_C,2012,Chevrolet,Silverado 1500
3GCPCREA_C,2012,Chevrolet,Silverado 1500
3GCPCSE0_C,2012,Chevrolet,Silverado 1500
3GCPKSE7_C,2012,Chevrolet,Silverado 1500
1GCRCSEA_D,2013,Chevrolet,Silverado 1500
1GCRKSE7_D,2013,Chevrolet,Silverado 1500
3GCPCREA_D,2013,Chevrolet,Silverado 1500
3GCPCSE0_D,2013,Chevrolet,Silverado 1500
3GCPKSE7_D,2013,Chevrolet,Silverado 1500
1GCRCREC_E,2014,Chevrolet,Silverado 1500
1GCVKREC_E,2014,Chevrolet,Silverado 1500
1GCVKREH_E,2014,Chevrolet,Silverado 1500
3GCPCREC_E,2014,Chevrolet,Silverado 1500
3GCUKREC_E,2014,Chevrolet,Silverado 1500
3GCUKSEC_E,2014,Chevrolet,Silverado 1500
3GCUKTEC_E,2014,Chevrolet,Silverado 1500
3GCPCPEC_F,2015,Chevrolet,Silverado 1500
3GCPCREC_F,2015,Chevrolet,Silverado 1500
3GCPCREH_F,2015,Chevrolet,Silverado 1500
3GCPCSEC_F,2015,Chevrolet,Silverado 1500
3GCUKREC_F,2015,Chevrolet,Silverado 1500
3GCPCREC_G,2016,Chevrolet,Silverado 1500
3GCUKREC_G,2016,Chevrolet,Silverado 1500
1GCGK29U_Y,2000,Chevrolet,Silverado 2500
